0,0.000000,-0.054598,0.755044,0.094028
1,0.010000,-0.054601,0.755032,0.094022
2,0.020000,-0.054611,0.755029,0.094025
3,0.030000,-0.054600,0.755038,0.094032
4,0.040000,-0.054596,0.755024,0.094032
5,0.050000,-0.054600,0.755023,0.094025
6,0.060000,-0.054677,0.755121,0.094071
7,0.070000,-0.054678,0.755128,0.094073
8,0.080000,-0.054574,0.755013,0.094032
9,0.090000,-0.054578,0.755017,0.094034
10,0.100000,-0.054593,0.755030,0.094036
11,0.110000,-0.054594,0.755028,0.094030
12,0.120000,-0.054593,0.755030,0.094024
13,0.130000,-0.054577,0.755018,0.094028
14,0.140000,-0.054579,0.755018,0.094034
15,0.150000,-0.054589,0.755022,0.094031
16,0.160000,-0.054602,0.755035,0.094034
17,0.170000,-0.054585,0.755019,0.094030
18,0.180000,-0.054583,0.755016,0.094031
19,0.190000,-0.054589,0.755017,0.094036
20,0.200000,-0.054587,0.755024,0.094039
21,0.210000,-0.054583,0.755019,0.094039
22,0.220000,-0.054598,0.755028,0.094034
23,0.230000,-0.054589,0.755023,0.094025
24,0.240000,-0.054601,0.755037,0.094031
25,0.250000,-0.054591,0.755022,0.094031
26,0.260000,-0.054602,0.755037,0.094031
27,0.270000,-0.054584,0.755026,0.094031
28,0.280000,-0.054590,0.755034,0.094029
29,0.290000,-0.054575,0.755019,0.094031
30,0.300000,-0.054594,0.755025,0.094034
31,0.310000,-0.054575,0.755012,0.094038
32,0.320000,-0.054582,0.755024,0.094029
33,0.330000,-0.054669,0.755124,0.094062
34,0.340000,-0.054583,0.755012,0.094027
35,0.350000,-0.054599,0.755043,0.094035
36,0.360000,-0.054590,0.755022,0.094029
37,0.370000,-0.054591,0.755023,0.094030
38,0.380000,-0.054591,0.755029,0.094021
39,0.390000,-0.054589,0.755022,0.094041
40,0.400000,-0.054588,0.755025,0.094030
41,0.410000,-0.054587,0.755025,0.094034
42,0.420000,-0.054580,0.755005,0.094037
43,0.430000,-0.054676,0.755112,0.094071
44,0.440000,-0.054597,0.755034,0.094038
45,0.450000,-0.054584,0.755022,0.094028
46,0.460000,-0.054683,0.755125,0.094070
47,0.470000,-0.054679,0.755129,0.094070
48,0.480000,-0.054583,0.755029,0.094036
49,0.490000,-0.054582,0.755014,0.094039
50,0.500000,-0.054588,0.755024,0.094032
51,0.510000,-0.054579,0.755032,0.094032
52,0.520000,-0.054681,0.755112,0.094065
53,0.530000,-0.054692,0.755130,0.094068
54,0.540000,-0.054588,0.755022,0.094033
55,0.550000,-0.054596,0.755034,0.094030
56,0.560000,-0.054668,0.755103,0.094067
57,0.570000,-0.054584,0.755024,0.094035
58,0.580000,-0.054576,0.755012,0.094028
59,0.590000,-0.054589,0.755031,0.094042
60,0.600000,-0.054571,0.755006,0.094044
61,0.610000,-0.054593,0.755026,0.094031
62,0.620000,-0.054581,0.755016,0.094030
63,0.630000,-0.054583,0.755016,0.094031
64,0.640000,-0.054581,0.755014,0.094033
65,0.650000,-0.054668,0.755105,0.094060
66,0.660000,-0.054660,0.755108,0.094075
67,0.670000,-0.054669,0.755123,0.094067
68,0.680000,-0.054587,0.755025,0.094037
69,0.690000,-0.054592,0.755027,0.094027
70,0.700000,-0.054587,0.755029,0.094038
71,0.710000,-0.054596,0.755029,0.094033
72,0.720000,-0.054597,0.755033,0.094027
73,0.730000,-0.054598,0.755020,0.094028
