0,0.000000,-0.035781,1.262330,0.029641,-1.170964,1.210007,-0.356404,,,,,,
1,0.016667,-0.035783,1.262175,0.029627,-1.171001,1.209966,-0.356237,,,,,,
2,0.033333,-0.035791,1.262031,0.029611,-1.171140,1.210027,-0.355937,,,,,,
3,0.050000,-0.035785,1.261913,0.029637,-1.171147,1.210075,-0.355895,,,,,,
4,0.066667,-0.035777,1.261827,0.029635,-1.171121,1.210145,-0.355892,,,,,,
5,0.083333,-0.035761,1.261781,0.029625,-1.171113,1.210103,-0.355788,,,,,,
6,0.100000,-0.035782,1.261749,0.029597,-1.171089,1.210103,-0.355703,,,,,,
7,0.116667,-0.035785,1.261770,0.029605,-1.171086,1.210117,-0.355542,,,,,,
8,0.133333,-0.035825,1.261827,0.029578,-1.171085,1.209888,-0.355372,,,,,,
9,0.150000,-0.035851,1.261931,0.029546,-1.170980,1.209725,-0.355344,,,,,,
10,0.166667,-0.036012,1.262065,0.029533,-1.170918,1.209625,-0.355216,,,,,,
11,0.183333,-0.036049,1.262223,0.029541,-1.170858,1.209460,-0.355139,,,,,,
12,0.200000,-0.036110,1.262397,0.029503,-1.170822,1.209144,-0.355054,,,,,,
13,0.216667,-0.036118,1.262651,0.029423,-1.170829,1.208985,-0.354821,,,,,,
14,0.233333,-0.036166,1.262829,0.029374,-1.170779,1.208899,-0.354738,,,,,,
15,0.250000,-0.036173,1.262955,0.029376,-1.170617,1.208524,-0.354756,,,,,,
16,0.266667,-0.036250,1.263131,0.029341,-1.170558,1.207962,-0.354505,,,,,,
17,0.283333,-0.036273,1.263207,0.029344,-1.170557,1.207580,-0.353884,,,,,,
18,0.300000,-0.036298,1.263261,0.029307,-1.170642,1.207391,-0.353472,,,,,,
19,0.316667,-0.036405,1.263283,0.029256,-1.170695,1.206980,-0.353045,,,,,,
20,0.333333,-0.036397,1.263266,0.029251,-1.170845,1.206512,-0.352535,,,,,,
21,0.350000,-0.036352,1.263169,0.029160,-1.170930,1.206290,-0.352139,,,,,,
22,0.366667,-0.036267,1.263072,0.029148,-1.170938,1.205940,-0.351843,,,,,,
23,0.383333,-0.036235,1.262950,0.029116,-1.170941,1.205417,-0.351436,,,,,,
24,0.400000,-0.036169,1.262759,0.029087,-1.170983,1.205047,-0.351003,,,,,,
25,0.416667,-0.036150,1.262573,0.029024,-1.171072,1.204846,-0.350631,,,,,,
26,0.433333,-0.036108,1.262410,0.029004,-1.171072,1.204582,-0.350179,,,,,,
27,0.450000,-0.036069,1.262203,0.028930,-1.171163,1.204345,-0.349730,,,,,,
28,0.466667,-0.036036,1.262075,0.028888,-1.171103,1.204188,-0.349400,,,,,,
29,0.483333,-0.035872,1.261987,0.028876,-1.170908,1.203737,-0.348927,,,,,,
30,0.500000,-0.035925,1.261917,0.028848,-1.170555,1.203048,-0.348325,,,,,,
31,0.516667,-0.035767,1.261859,0.028838,-1.169940,1.202430,-0.347750,,,,,,
32,0.533333,-0.035725,1.261827,0.028820,-1.169269,1.201674,-0.347281,,,,,,
33,0.550000,-0.035656,1.261792,0.028847,-1.168568,1.200984,-0.346558,,,,,,
34,0.566667,-0.035647,1.261798,0.028823,-1.167851,1.200437,-0.345527,,,,,,
35,0.583333,-0.035596,1.261825,0.028812,-1.166846,1.200124,-0.344573,,,,,,
36,0.600000,-0.035600,1.261883,0.028808,-1.165627,1.199954,-0.343706,,,,,,
37,0.616667,-0.035549,1.261956,0.028849,-1.163896,1.199504,-0.342648,,,,,,
38,0.633333,-0.035541,1.262059,0.028840,-1.161831,1.198539,-0.341403,,,,,,
39,0.650000,-0.035503,1.262163,0.028874,-1.159379,1.197127,-0.340276,,,,,,
40,0.666667,-0.035494,1.262278,0.028892,-1.156648,1.195537,-0.339480,,,,,,
41,0.683333,-0.035458,1.262442,0.029028,-1.153884,1.193984,-0.338737,,,,,,
42,0.700000,-0.035485,1.262528,0.029036,-1.151131,1.192962,-0.338156,,,,,,
43,0.716667,-0.035706,1.262495,0.029279,-1.148297,1.192474,-0.338019,,,,,,
44,0.733333,-0.035495,1.262630,0.029128,-1.145392,1.192347,-0.338432,,,,,,
45,0.750000,-0.035507,1.262646,0.029134,-1.142536,1.192379,-0.339360,,,,,,
46,0.766667,-0.035502,1.262616,0.029191,-1.139685,1.192947,-0.340391,,,,,,
47,0.783333,-0.035549,1.262579,0.029191,-1.136919,1.193968,-0.341591,,,,,,
48,0.800000,-0.035562,1.262516,0.029235,-1.134182,1.195049,-0.342938,,,,,,
49,0.816667,-0.035597,1.262458,0.029255,-1.131450,1.196317,-0.344374,,,,,,
50,0.833333,-0.035611,1.262390,0.029301,-1.128780,1.197531,-0.345700,,,,,,
51,0.850000,-0.035644,1.262323,0.029301,-1.126042,1.199103,-0.346898,,,,,,
52,0.866667,-0.035679,1.262270,0.029305,-1.123510,1.200589,-0.348019,,,,,,
53,0.883333,-0.035723,1.262151,0.029381,-1.120901,1.201896,-0.349023,,,,,,
54,0.900000,-0.035769,1.262092,0.029361,-1.118261,1.203395,-0.349811,,,,,,
55,0.916667,-0.035796,1.262019,0.029370,-1.115659,1.204643,-0.350407,,,,,,
56,0.933333,-0.035967,1.261891,0.029292,-1.113032,1.205564,-0.350521,,,,,,
57,0.950000,-0.035994,1.261803,0.029312,-1.110516,1.206582,-0.350211,,,,,,
58,0.966667,-0.036056,1.261743,0.029246,-1.108010,1.207384,-0.349717,,,,,,
59,0.983333,-0.036081,1.261675,0.029275,-1.105570,1.208344,-0.348903,,,,,,
60,1.000000,-0.036135,1.261603,0.029249,-1.103153,1.209419,-0.347687,,,,,,
61,1.016667,-0.036156,1.261588,0.029234,-1.100746,1.210306,-0.345889,,,,,,
62,1.033333,-0.036203,1.261601,0.029192,-1.098531,1.211008,-0.343803,,,,,,
63,1.050000,-0.036228,1.261634,0.029201,-1.096180,1.211594,-0.341397,,,,,,
64,1.066667,-0.036264,1.261682,0.029175,-1.093753,1.211998,-0.338605,,,,,,
65,1.083333,-0.036289,1.261746,0.029154,-1.091280,1.212450,-0.335799,,,,,,
66,1.100000,-0.036399,1.261812,0.029131,-1.088818,1.212351,-0.332507,,,,,,
67,1.116667,-0.036420,1.261896,0.029120,-1.086421,1.212312,-0.328504,,,,,,
68,1.133333,-0.036436,1.262027,0.029024,-1.084090,1.212442,-0.324277,,,,,,
69,1.150000,-0.036456,1.262122,0.029011,-1.081619,1.212396,-0.319609,,,,,,
70,1.166667,-0.036427,1.262289,0.029073,-1.079155,1.212001,-0.314772,,,,,,
71,1.183333,-0.036439,1.262378,0.029030,-1.076723,1.211763,-0.309892,,,,,,
72,1.200000,-0.036426,1.262435,0.029049,-1.074332,1.211722,-0.304722,,,,,,
73,1.216667,-0.036433,1.262478,0.029019,-1.071919,1.211846,-0.299441,,,,,,
74,1.233333,-0.036411,1.262487,0.029027,-1.069594,1.211989,-0.294170,,,,,,
75,1.250000,-0.036411,1.262478,0.029003,-1.067349,1.212037,-0.288720,,,,,,
76,1.266667,-0.036375,1.262445,0.029012,-1.065230,1.211865,-0.283270,,,,,,
77,1.283333,-0.036356,1.262385,0.028992,-1.062998,1.211683,-0.277905,,,,,,
78,1.300000,-0.036297,1.262259,0.028926,-1.060771,1.211036,-0.272503,,,,,,
79,1.316667,-0.036262,1.262178,0.028950,-1.058568,1.210547,-0.267051,,,,,,
80,1.333333,-0.036248,1.262105,0.028915,-1.056501,1.209986,-0.261545,,,,,,
81,1.350000,-0.036190,1.262022,0.028957,-1.054669,1.209531,-0.256394,,,,,,
82,1.366667,-0.036177,1.261946,0.028969,-1.052945,1.209069,-0.250930,,,,,,
83,1.383333,-0.036162,1.261794,0.029070,-1.051490,1.208718,-0.245788,,,,,,
84,1.400000,-0.036155,1.261699,0.029086,-1.050014,1.208265,-0.240491,,,,,,
85,1.416667,-0.036115,1.261617,0.029149,-1.048751,1.207219,-0.235170,,,,,,
86,1.433333,-0.036102,1.261497,0.029185,-1.047531,1.205827,-0.229927,,,,,,
87,1.450000,-0.036076,1.261449,0.029217,-1.046435,1.204408,-0.224678,,,,,,
88,1.466667,-0.036047,1.261400,0.029260,-1.045652,1.203094,-0.219498,,,,,,
89,1.483333,-0.036013,1.261389,0.029302,-1.044989,1.201563,-0.214230,,,,,,
90,1.500000,-0.035996,1.261393,0.029326,-1.044577,1.199812,-0.208994,,,,,,
91,1.516667,-0.035883,1.261423,0.029374,-1.044446,1.198181,-0.203586,,,,,,
92,1.533333,-0.035844,1.261445,0.029481,-1.044552,1.196402,-0.197891,,,,,,
93,1.550000,-0.035832,1.261516,0.029482,-1.045047,1.194764,-0.192241,,,,,,
94,1.566667,-0.035807,1.261565,0.029547,-1.045673,1.193170,-0.186632,,,,,,
95,1.583333,-0.035824,1.261627,0.029548,-1.046575,1.191681,-0.180802,,,,,,
