0,0.000000,-0.834140,1.140429,-0.301357,0.009528,0.753929,-0.016733,,,,,,,,,
1,0.016667,-0.836245,1.143842,-0.303041,0.007622,0.755013,-0.015847,,,,,,,,,
2,0.033333,-0.838179,1.146752,-0.305052,0.009508,0.753935,-0.016725,,,,,,,,,
3,0.050000,-0.840166,1.149589,-0.307088,0.009522,0.753931,-0.016717,,,,,,,,,
4,0.066667,-0.842159,1.152486,-0.308893,0.009519,0.753916,-0.016733,,,,,,,,,
5,0.083333,-0.843957,1.155716,-0.310562,0.009505,0.753916,-0.016726,,,,,,,,,
6,0.100000,-0.845660,1.158925,-0.312017,0.009520,0.753919,-0.016730,,,,,,,,,
7,0.116667,-0.847331,1.162101,-0.313276,0.009517,0.753922,-0.016725,,,,,,,,,
8,0.133333,-0.849177,1.165399,-0.314496,0.009513,0.753919,-0.016717,,,,,,,,,
9,0.150000,-0.851070,1.168483,-0.315676,0.009540,0.753936,-0.016713,,,,,,,,,
10,0.166667,-0.853251,1.171174,-0.316560,0.009521,0.753939,-0.016717,,,,,,,,,
11,0.183333,-0.855357,1.173158,-0.317550,0.009512,0.753927,-0.016736,,,,,,,,,
12,0.200000,-0.857578,1.174440,-0.319192,0.007630,0.754993,-0.015836,,,,,,,,,
13,0.216667,-0.859399,1.175930,-0.321074,0.009511,0.753930,-0.016729,,,,,,,,,
14,0.233333,-0.860989,1.177493,-0.322668,0.007604,0.755022,-0.015851,,,,,,,,,
15,0.250000,-0.862381,1.178642,-0.324126,0.009533,0.753928,-0.016728,,,,,,,,,
16,0.266667,-0.863678,1.179333,-0.325347,0.009529,0.753918,-0.016732,,,,,,,,,
17,0.283333,-0.864862,1.179483,-0.326518,0.007617,0.755004,-0.015841,,,,,,,,,
18,0.300000,-0.866003,1.179675,-0.327466,0.007621,0.755017,-0.015838,,,,,,,,,
19,0.316667,-0.866966,1.179923,-0.328431,0.009499,0.753916,-0.016724,,,,,,,,,
20,0.333333,-0.867795,1.180369,-0.329113,0.009521,0.753907,-0.016731,,,,,,,,,
21,0.350000,-0.868626,1.180907,-0.329773,0.009512,0.753931,-0.016725,,,,,,,,,
22,0.366667,-0.869297,1.181290,-0.330211,0.007618,0.755006,-0.015844,,,,,,,,,
23,0.383333,-0.869990,1.181149,-0.330689,0.007622,0.755012,-0.015841,,,,,,,,,
24,0.400000,-0.870391,1.180790,-0.331064,0.007602,0.755028,-0.015854,,,,,,,,,
25,0.416667,-0.870754,1.180397,-0.331430,0.009523,0.753911,-0.016727,,,,,,,,,
26,0.433333,-0.871109,1.179695,-0.331831,0.009509,0.753929,-0.016730,,,,,,,,,
27,0.450000,-0.871265,1.178751,-0.332299,0.009523,0.753915,-0.016732,,,,,,,,,
28,0.466667,-0.871227,1.177353,-0.332373,0.009522,0.753915,-0.016732,,,,,,,,,
29,0.483333,-0.871164,1.175984,-0.332702,0.009518,0.753926,-0.016723,,,,,,,,,
30,0.500000,-0.870927,1.175006,-0.333142,0.009520,0.753929,-0.016728,,,,,,,,,
31,0.516667,-0.870609,1.174302,-0.333271,0.009517,0.753931,-0.016725,,,,,,,,,
32,0.533333,-0.870031,1.173110,-0.333596,0.009516,0.753927,-0.016734,,,,,,,,,
33,0.550000,-0.869494,1.171847,-0.333928,0.009318,0.753722,-0.016839,,,,,,,,,
34,0.566667,-0.868804,1.170945,-0.333951,0.007621,0.754995,-0.015837,,,,,,,,,
35,0.583333,-0.867893,1.170025,-0.333803,0.009516,0.753929,-0.016729,,,,,,,,,
36,0.600000,-0.867038,1.169328,-0.333693,0.009507,0.753926,-0.016726,,,,,,,,,
37,0.616667,-0.865918,1.168816,-0.333323,0.007617,0.755013,-0.015849,,,,,,,,,
38,0.633333,-0.864946,1.168416,-0.332850,0.007817,0.755009,-0.015769,,,,,,,,,
39,0.650000,-0.863817,1.168102,-0.332363,0.009513,0.753923,-0.016726,,,,,,,,,
40,0.666667,-0.862707,1.167857,-0.331858,0.009519,0.753917,-0.016723,,,,,,,,,
41,0.683333,-0.861670,1.167613,-0.331540,0.009532,0.753930,-0.016726,,,,,,,,,
42,0.700000,-0.860523,1.167524,-0.330972,0.009508,0.753925,-0.016726,,,,,,,,,
43,0.716667,-0.859466,1.167517,-0.330629,0.009513,0.753924,-0.016720,,,,,,,,,
44,0.733333,-0.858365,1.167570,-0.330246,0.007640,0.754984,-0.015844,,,,,,,,,
45,0.750000,-0.857238,1.167884,-0.329657,0.009333,0.753721,-0.016843,,,,,,,,,
46,0.766667,-0.856304,1.168513,-0.329087,0.007626,0.754996,-0.015849,,,,,,,,,
47,0.783333,-0.855278,1.169537,-0.328662,0.007653,0.754983,-0.015849,,,,,,,,,
