0,0.000000,-0.862726,1.023915,-0.016526,-0.001214,0.754387,0.017277,,,
1,0.016667,-0.863217,1.024264,-0.012836,-0.001207,0.754386,0.017286,,,
2,0.033333,-0.863489,1.024865,-0.010743,-0.001212,0.754394,0.017285,,,
3,0.050000,-0.863716,1.025290,-0.008714,-0.001226,0.754390,0.017291,,,
4,0.066667,-0.864221,1.025327,-0.006557,-0.001214,0.754373,0.017282,,,
5,0.083333,-0.864411,1.026440,-0.006029,-0.001211,0.754393,0.017282,,,
6,0.100000,-0.864413,1.025819,-0.005733,-0.001215,0.754386,0.017297,,,
7,0.116667,-0.864348,1.023802,-0.005681,-0.001213,0.754380,0.017285,,,
8,0.133333,-0.864138,1.023442,-0.006908,-0.001193,0.754396,0.017282,,,
9,0.150000,-0.864207,1.022886,-0.007740,-0.001217,0.754374,0.017286,,,
10,0.166667,-0.864319,1.021486,-0.007804,-0.001218,0.754400,0.017289,,,
11,0.183333,-0.864251,1.021017,-0.009218,-0.001218,0.754384,0.017284,,,
12,0.200000,-0.864302,1.020040,-0.010402,-0.001214,0.754381,0.017285,,,
13,0.216667,-0.864416,1.018791,-0.010874,-0.001216,0.754384,0.017282,,,
14,0.233333,-0.864555,1.019156,-0.012435,-0.001221,0.754386,0.017279,,,
15,0.250000,-0.865077,1.019291,-0.013755,-0.001221,0.754395,0.017285,,,
16,0.266667,-0.865198,1.019189,-0.015185,-0.001213,0.754396,0.017278,,,
17,0.283333,-0.865220,1.019283,-0.017181,-0.001213,0.754396,0.017281,,,
18,0.300000,-0.865221,1.019524,-0.019137,-0.001200,0.754386,0.017286,,,
19,0.316667,-0.865281,1.019458,-0.021202,-0.001214,0.754384,0.017283,,,
20,0.333333,-0.865093,1.019406,-0.023396,-0.001217,0.754394,0.017291,,,
21,0.350000,-0.864920,1.020086,-0.026553,-0.001232,0.754380,0.017282,,,
22,0.366667,-0.865059,1.020890,-0.029320,-0.001221,0.754391,0.017284,,,
23,0.383333,-0.865155,1.022069,-0.032009,-0.001217,0.754393,0.017286,,,
24,0.400000,-0.865227,1.023278,-0.034778,-0.001217,0.754387,0.017288,,,
25,0.416667,-0.865364,1.023918,-0.037046,-0.001226,0.754395,0.017292,,,
26,0.433333,-0.865307,1.025271,-0.040319,-0.001205,0.754381,0.017281,,,
27,0.450000,-0.865294,1.026220,-0.042793,-0.001221,0.754387,0.017284,,,
28,0.466667,-0.865669,1.028484,-0.045548,-0.001221,0.754389,0.017287,,,
29,0.483333,-0.865973,1.030836,-0.048050,-0.001212,0.754382,0.017274,,,
30,0.500000,-0.866366,1.033111,-0.050372,-0.001222,0.754389,0.017282,,,
31,0.516667,-0.866770,1.035128,-0.052373,-0.001221,0.754385,0.017288,,,
32,0.533333,-0.867318,1.037155,-0.054417,-0.001215,0.754396,0.017290,,,
33,0.550000,-0.867795,1.039213,-0.056143,-0.001223,0.754384,0.017286,,,
34,0.566667,-0.868350,1.041004,-0.057462,-0.001224,0.754372,0.017279,,,
35,0.583333,-0.868897,1.042340,-0.058609,-0.001223,0.754383,0.017291,,,
36,0.600000,-0.869510,1.043948,-0.059799,-0.001218,0.754374,0.017280,,,
37,0.616667,-0.870213,1.045952,-0.061177,-0.001215,0.754393,0.017284,,,
38,0.633333,-0.870901,1.047547,-0.062030,-0.001214,0.754392,0.017280,,,
39,0.650000,-0.871498,1.048432,-0.062330,-0.001221,0.754404,0.017282,,,
40,0.666667,-0.872132,1.049635,-0.063109,-0.001218,0.754392,0.017294,,,
41,0.683333,-0.872618,1.050089,-0.063312,-0.001225,0.754385,0.017293,,,
42,0.700000,-0.873122,1.050284,-0.063382,-0.001220,0.754384,0.017283,,,
43,0.716667,-0.873817,1.050741,-0.063285,-0.001217,0.754372,0.017288,,,
44,0.733333,-0.874445,1.051336,-0.062874,-0.001209,0.754392,0.017283,,,
45,0.750000,-0.875108,1.051603,-0.062575,-0.001217,0.754391,0.017293,,,
46,0.766667,-0.875722,1.051400,-0.062170,-0.001223,0.754393,0.017275,,,
47,0.783333,-0.876288,1.050915,-0.061267,-0.001221,0.754388,0.017283,,,
48,0.800000,-0.876958,1.050762,-0.060827,-0.001220,0.754390,0.017288,,,
49,0.816667,-0.877649,1.050307,-0.059865,-0.001214,0.754380,0.017286,,,
50,0.833333,-0.878508,1.049988,-0.058525,-0.001219,0.754380,0.017283,,,
51,0.850000,-0.879324,1.049566,-0.056895,-0.001207,0.754383,0.017277,,,
52,0.866667,-0.880075,1.048932,-0.055208,-0.001217,0.754374,0.017285,,,
53,0.883333,-0.880984,1.048351,-0.053275,-0.001216,0.754377,0.017283,,,
54,0.900000,-0.881806,1.047557,-0.050917,-0.001219,0.754382,0.017277,,,
55,0.916667,-0.882575,1.047239,-0.049220,-0.001222,0.754392,0.017283,,,
56,0.933333,-0.883507,1.046878,-0.046972,-0.001208,0.754390,0.017269,,,
57,0.950000,-0.884373,1.046286,-0.044372,-0.001213,0.754386,0.017284,,,
58,0.966667,-0.885248,1.045264,-0.041488,-0.001217,0.754384,0.017276,,,
59,0.983333,-0.886063,1.044254,-0.038613,-0.001222,0.754389,0.017292,,,
60,1.000000,-0.887022,1.043248,-0.035454,-0.001222,0.754389,0.017286,,,
61,1.016667,-0.887910,1.042263,-0.032133,-0.001213,0.754402,0.017289,,,
62,1.033333,-0.888984,1.041661,-0.028708,-0.001220,0.754384,0.017287,,,
63,1.050000,-0.889545,1.040780,-0.024658,-0.001221,0.754388,0.017278,,,
64,1.066667,-0.890388,1.039354,-0.020509,-0.001213,0.754383,0.017294,,,
65,1.083333,-0.891766,1.039397,-0.016937,-0.001218,0.754390,0.017292,,,
66,1.100000,-0.892839,1.038235,-0.012644,-0.001225,0.754396,0.017282,,,
