0,0.000000,-0.098416,0.776272,0.135093,,,,,,
1,0.016667,-0.098349,0.776207,0.135075,,,,,,
2,0.033333,-0.098362,0.776219,0.135080,,,,,,
3,0.050000,-0.098400,0.776263,0.135094,,,,,,
4,0.066667,-0.098364,0.776221,0.135081,,,,,,
5,0.083333,-0.098335,0.776196,0.135087,,,,,,
6,0.100000,-0.098366,0.776228,0.135069,,,,,,
7,0.116667,-0.098349,0.776220,0.135083,,,,,,
8,0.133333,-0.098369,0.776234,0.135087,,,,,,
9,0.150000,-0.098366,0.776223,0.135090,,,,,,
10,0.166667,-0.098392,0.776273,0.135084,,,,,,
11,0.183333,-0.098411,0.776259,0.135093,,,,,,
12,0.200000,-0.098372,0.776242,0.135086,,,,,,
13,0.216667,-0.098386,0.776244,0.135084,,,,,,
14,0.233333,-0.098391,0.776249,0.135084,,,,,,
15,0.250000,-0.098381,0.776240,0.135085,,,,,,
16,0.266667,-0.098331,0.776189,0.135066,,,,,,
17,0.283333,-0.098369,0.776239,0.135083,,,,,,
18,0.300000,-0.098371,0.776239,0.135081,,,,,,
19,0.316667,-0.098337,0.776211,0.135078,,,,,,
20,0.333333,-0.098363,0.776217,0.135080,,,,,,
21,0.350000,-0.098344,0.776193,0.135068,,,,,,
22,0.366667,-0.098370,0.776231,0.135082,,,,,,
23,0.383333,-0.098393,0.776255,0.135077,,,,,,
24,0.400000,-0.098375,0.776233,0.135083,,,,,,
25,0.416667,-0.098372,0.776218,0.135078,,,,,,
26,0.433333,-0.098330,0.776194,0.135069,,,,,,
27,0.450000,-0.098423,0.775943,0.135080,,,,,,
28,0.466667,-0.098382,0.776236,0.135066,,,,,,
29,0.483333,-0.098380,0.776242,0.135090,,,,,,
30,0.500000,-0.098382,0.776242,0.135075,,,,,,
31,0.516667,-0.098352,0.776224,0.135068,,,,,,
32,0.533333,-0.098372,0.776237,0.135084,,,,,,
33,0.550000,-0.098342,0.776200,0.135076,,,,,,
34,0.566667,-0.098354,0.776205,0.135086,,,,,,
