0,0.000000,-0.752050,0.712233,-1.328635,-0.053177,0.753682,0.050875,1.261296,0.838770,3.899452,1.382054,0.862213,3.756048,,,,,,,,,
1,0.016667,-0.752047,0.712234,-1.328649,-0.053174,0.753675,0.050884,1.261319,0.838846,3.899319,1.382055,0.862229,3.756046,,,,,,,,,
2,0.033333,-0.752040,0.712232,-1.328636,-0.053171,0.753694,0.050888,1.261257,0.838850,3.899263,1.382099,0.862183,3.756109,,,,,,,,,
3,0.050000,-0.752042,0.712247,-1.328640,-0.053186,0.753709,0.050883,1.261307,0.838832,3.899342,1.382060,0.862214,3.756042,,,,,,,,,
4,0.066667,-0.752037,0.712259,-1.328625,-0.053171,0.753704,0.050887,1.261262,0.838870,3.899244,1.382023,0.862255,3.755949,,,,,,,,,
5,0.083333,-0.752033,0.712229,-1.328661,-0.053186,0.753696,0.050885,1.261315,0.838813,3.899427,1.382057,0.862261,3.755980,,,,,,,,,
6,0.100000,-0.752033,0.712253,-1.328626,-0.053171,0.753700,0.050888,1.261330,0.838812,3.899406,1.382114,0.862146,3.756222,,,,,,,,,
7,0.116667,-0.752050,0.712238,-1.328665,-0.053169,0.753688,0.050885,1.261332,0.838820,3.899416,1.382046,0.862248,3.755962,,,,,,,,,
8,0.133333,-0.752058,0.712255,-1.328655,-0.053162,0.753687,0.050881,1.261330,0.838784,3.899445,1.382064,0.862218,3.756020,,,,,,,,,
9,0.150000,-0.752079,0.712246,-1.328679,-0.053169,0.753682,0.050888,1.261297,0.838817,3.899296,1.382026,0.862258,3.756033,,,,,,,,,
10,0.166667,-0.752075,0.712240,-1.328693,-0.053177,0.753690,0.050879,1.261311,0.838840,3.899372,1.382100,0.862197,3.756123,,,,,,,,,
11,0.183333,-0.752091,0.712241,-1.328712,-0.053174,0.753689,0.050882,1.261266,0.838868,3.899254,1.382049,0.862226,3.756050,,,,,,,,,
12,0.200000,-0.752082,0.712252,-1.328727,-0.053180,0.753685,0.050876,1.261289,0.838827,3.899296,1.382047,0.862231,3.756025,,,,,,,,,
13,0.216667,-0.752087,0.712253,-1.328710,-0.053168,0.753715,0.050893,1.261305,0.838815,3.899357,1.382053,0.862220,3.756033,,,,,,,,,
14,0.233333,-0.752232,0.712150,-1.328965,-0.053181,0.753698,0.050889,1.261311,0.838823,3.899366,1.382077,0.862195,3.756124,,,,,,,,,
15,0.250000,-0.752235,0.712138,-1.328980,-0.053169,0.753669,0.050879,1.261277,0.838854,3.899324,1.382061,0.862211,3.756044,,,,,,,,,
16,0.266667,-0.752246,0.712143,-1.328988,-0.053175,0.753705,0.050892,1.261254,0.838868,3.899282,1.382071,0.862226,3.756104,,,,,,,,,
17,0.283333,-0.752232,0.712143,-1.328994,-0.053176,0.753689,0.050889,1.261264,0.838884,3.899269,1.382059,0.862249,3.756025,,,,,,,,,
18,0.300000,-0.752249,0.712140,-1.329016,-0.053183,0.753676,0.050880,1.261259,0.838860,3.899269,1.382068,0.862200,3.756098,,,,,,,,,
19,0.316667,-0.752232,0.712153,-1.329006,-0.053174,0.753687,0.050890,1.261292,0.838830,3.899347,1.382048,0.862216,3.756021,,,,,,,,,
20,0.333333,-0.752246,0.712151,-1.329013,-0.053166,0.753688,0.050880,1.261342,0.838810,3.899416,1.382050,0.862256,3.756020,,,,,,,,,
21,0.350000,-0.752248,0.712138,-1.329027,-0.053178,0.753687,0.050882,1.261333,0.838784,3.899450,1.382114,0.862152,3.756186,,,,,,,,,
22,0.366667,-0.752250,0.712153,-1.329029,-0.053162,0.753695,0.050888,1.261291,0.838839,3.899309,1.382026,0.862241,3.756010,,,,,,,,,
23,0.383333,-0.752243,0.712146,-1.329033,-0.053184,0.753695,0.050881,1.261288,0.838835,3.899305,1.382080,0.862209,3.756113,,,,,,,,,
24,0.400000,-0.752257,0.712145,-1.329046,-0.053173,0.753699,0.050882,1.261319,0.838807,3.899363,1.382083,0.862226,3.756077,,,,,,,,,
25,0.416667,-0.752359,0.712162,-1.329049,-0.053168,0.753701,0.050892,1.261281,0.838855,3.899349,1.382095,0.862174,3.756170,,,,,,,,,
26,0.433333,-0.752502,0.712165,-1.329057,-0.053159,0.753695,0.050902,1.261306,0.838840,3.899385,1.382051,0.862247,3.755993,,,,,,,,,
27,0.450000,-0.752724,0.712092,-1.329058,-0.053166,0.753690,0.050886,1.261236,0.838908,3.899212,1.382130,0.862152,3.756281,,,,,,,,,
28,0.466667,-0.753079,0.712143,-1.329168,-0.053166,0.753709,0.050886,1.261309,0.838829,3.899406,1.382068,0.862224,3.756088,,,,,,,,,
29,0.483333,-0.753569,0.712629,-1.329511,-0.053173,0.753702,0.050884,1.261253,0.838899,3.899208,1.382073,0.862187,3.756130,,,,,,,,,
30,0.500000,-0.753246,0.712237,-1.329383,-0.053173,0.753696,0.050893,1.261262,0.838865,3.899275,1.382081,0.862186,3.756147,,,,,,,,,
31,0.516667,-0.753085,0.712215,-1.329408,-0.053177,0.753687,0.050891,1.261353,0.838805,3.899462,1.382086,0.862184,3.756140,,,,,,,,,
32,0.533333,-0.752489,0.712169,-1.329051,-0.053172,0.753678,0.050879,1.261230,0.838932,3.899130,1.382025,0.862302,3.755932,,,,,,,,,
33,0.550000,-0.751619,0.712077,-1.327927,-0.053176,0.753698,0.050875,1.261331,0.838807,3.899416,1.382132,0.862153,3.756266,,,,,,,,,
34,0.566667,-0.751502,0.712081,-1.327757,-0.053169,0.753693,0.050887,1.261321,0.838826,3.899366,1.382073,0.862186,3.756176,,,,,,,,,
35,0.583333,-0.751478,0.712055,-1.327854,-0.053171,0.753694,0.050889,1.261320,0.838820,3.899384,1.382082,0.862195,3.756119,,,,,,,,,
36,0.600000,-0.751499,0.712129,-1.327921,-0.053174,0.753699,0.050890,1.261288,0.838853,3.899252,1.382067,0.862222,3.756069,,,,,,,,,
37,0.616667,-0.751407,0.712820,-1.327829,-0.053177,0.753688,0.050878,1.261238,0.838891,3.899183,1.382090,0.862212,3.756117,,,,,,,,,
38,0.633333,-0.751471,0.712981,-1.327844,-0.053176,0.753700,0.050880,1.261304,0.838840,3.899366,1.382054,0.862206,3.756018,,,,,,,,,
39,0.650000,-0.751679,0.712182,-1.328185,-0.053166,0.753697,0.050888,1.261333,0.838811,3.899416,1.382092,0.862176,3.756126,,,,,,,,,
40,0.666667,-0.751377,0.712783,-1.328176,-0.053157,0.753697,0.050897,1.261289,0.838861,3.899294,1.382033,0.862230,3.756020,,,,,,,,,
41,0.683333,-0.751329,0.712552,-1.327829,-0.053187,0.753689,0.050887,1.261279,0.838861,3.899275,1.382099,0.862204,3.756157,,,,,,,,,
42,0.700000,-0.750981,0.712717,-1.327172,-0.053182,0.753678,0.050879,1.261321,0.838803,3.899410,1.382046,0.862239,3.756031,,,,,,,,,
43,0.716667,-0.750323,0.713219,-1.325427,-0.053179,0.753696,0.050892,1.261277,0.838844,3.899248,1.382075,0.862226,3.756132,,,,,,,,,
44,0.733333,-0.749463,0.713376,-1.323952,-0.053171,0.753686,0.050880,1.261341,0.838787,3.899426,1.382059,0.862214,3.756111,,,,,,,,,
45,0.750000,-0.748889,0.713766,-1.322502,-0.053175,0.753684,0.050885,1.261281,0.838843,3.899307,1.382084,0.862192,3.756121,,,,,,,,,
46,0.766667,-0.748551,0.714149,-1.321651,-0.053167,0.753689,0.050902,1.261319,0.838827,3.899340,1.382061,0.862216,3.756079,,,,,,,,,
