0,0.000000,-0.098774,0.754551,0.125053
1,0.016667,-0.098778,0.754555,0.125062
2,0.033333,-0.098776,0.754549,0.125056
3,0.050000,-0.098793,0.754550,0.125067
4,0.066667,-0.098775,0.754541,0.125055
5,0.083333,-0.098775,0.754546,0.125058
6,0.100000,-0.098787,0.754544,0.125054
7,0.116667,-0.098782,0.754563,0.125064
8,0.133333,-0.098784,0.754563,0.125069
9,0.150000,-0.098774,0.754541,0.125057
10,0.166667,-0.098791,0.754559,0.125053
11,0.183333,-0.098785,0.754535,0.125052
12,0.200000,-0.098769,0.754547,0.125051
13,0.216667,-0.098772,0.754549,0.125058
14,0.233333,-0.098775,0.754540,0.125058
15,0.250000,-0.098782,0.754558,0.125063
16,0.266667,-0.098776,0.754567,0.125066
17,0.283333,-0.098780,0.754550,0.125071
18,0.300000,-0.098774,0.754555,0.125058
19,0.316667,-0.098767,0.754535,0.125044
20,0.333333,-0.098787,0.754547,0.125058
21,0.350000,-0.098784,0.754545,0.125048
22,0.366667,-0.098788,0.754551,0.125074
23,0.383333,-0.098778,0.754545,0.125059
24,0.400000,-0.098771,0.754537,0.125051
25,0.416667,-0.098780,0.754537,0.125054
26,0.433333,-0.098779,0.754554,0.125061
27,0.450000,-0.098781,0.754560,0.125072
28,0.466667,-0.098786,0.754549,0.125049
29,0.483333,-0.098793,0.754556,0.125061
30,0.500000,-0.098769,0.754547,0.125058
31,0.516667,-0.098772,0.754565,0.125068
32,0.533333,-0.098774,0.754546,0.125061
33,0.550000,-0.098776,0.754547,0.125054
34,0.566667,-0.098780,0.754555,0.125057
35,0.583333,-0.098784,0.754563,0.125062
36,0.600000,-0.098792,0.754544,0.125052
37,0.616667,-0.098781,0.754549,0.125058
38,0.633333,-0.098786,0.754545,0.125058
39,0.650000,-0.098778,0.754537,0.125069
40,0.666667,-0.098790,0.754556,0.125060
41,0.683333,-0.098769,0.754552,0.125053
42,0.700000,-0.098777,0.754565,0.125063
43,0.716667,-0.098768,0.754550,0.125053
44,0.733333,-0.098778,0.754546,0.125060
45,0.750000,-0.098778,0.754557,0.125067
46,0.766667,-0.098775,0.754546,0.125052
47,0.783333,-0.098776,0.754541,0.125056
48,0.800000,-0.098775,0.754550,0.125047
49,0.816667,-0.098784,0.754533,0.125051
50,0.833333,-0.098781,0.754541,0.125052
51,0.850000,-0.098778,0.754550,0.125060
52,0.866667,-0.098779,0.754545,0.125065
53,0.883333,-0.098778,0.754542,0.125054
54,0.900000,-0.098778,0.754547,0.125058
55,0.916667,-0.098783,0.754556,0.125062
56,0.933333,-0.098777,0.754550,0.125066
57,0.950000,-0.098785,0.754555,0.125059
58,0.966667,-0.098783,0.754552,0.125059
59,0.983333,-0.098780,0.754563,0.125063
60,1.000000,-0.098780,0.754541,0.125053
61,1.016667,-0.098782,0.754541,0.125043
62,1.033333,-0.098785,0.754552,0.125065
63,1.050000,-0.098780,0.754565,0.125067
64,1.066667,-0.098777,0.754553,0.125062
65,1.083333,-0.098778,0.754551,0.125055
66,1.100000,-0.098773,0.754541,0.125052
67,1.116667,-0.098774,0.754559,0.125065
68,1.133333,-0.098781,0.754540,0.125056
69,1.150000,-0.098764,0.754547,0.125057
70,1.166667,-0.098785,0.754550,0.125061
71,1.183333,-0.098790,0.754542,0.125060
72,1.200000,-0.098780,0.754554,0.125057
73,1.216667,-0.098782,0.754557,0.125061
74,1.233333,-0.098771,0.754553,0.125060
75,1.250000,-0.098777,0.754541,0.125061
76,1.266667,-0.098776,0.754544,0.125059
77,1.283333,-0.098787,0.754555,0.125063
78,1.300000,-0.098792,0.754542,0.125057
79,1.316667,-0.098775,0.754554,0.125058
80,1.333333,-0.098770,0.754553,0.125065
81,1.350000,-0.098771,0.754533,0.125055
82,1.366667,-0.098761,0.754546,0.125046
83,1.383333,-0.098779,0.754545,0.125053
84,1.400000,-0.098785,0.754550,0.125061
85,1.416667,-0.098783,0.754546,0.125059
86,1.433333,-0.098777,0.754544,0.125061
87,1.450000,-0.098780,0.754555,0.125050
88,1.466667,-0.098780,0.754551,0.125069
89,1.483333,-0.098783,0.754543,0.125048
90,1.500000,-0.098773,0.754549,0.125056
91,1.516667,-0.098770,0.754545,0.125062
92,1.533333,-0.098781,0.754542,0.125057
93,1.550000,-0.098786,0.754559,0.125061
94,1.566667,-0.098771,0.754538,0.125049
95,1.583333,-0.098768,0.754554,0.125060
96,1.600000,-0.098779,0.754555,0.125063
97,1.616667,-0.098773,0.754533,0.125051
98,1.633333,-0.098781,0.754546,0.125056
99,1.650000,-0.098769,0.754544,0.125058
100,1.666667,-0.098775,0.754540,0.125059
101,1.683333,-0.098776,0.754535,0.125062
102,1.700000,-0.098783,0.754545,0.125064
103,1.716667,-0.098773,0.754548,0.125056
104,1.733333,-0.098774,0.754548,0.125057
105,1.750000,-0.098773,0.754548,0.125054
106,1.766667,-0.098777,0.754548,0.125067
107,1.783333,-0.098775,0.754553,0.125058
108,1.800000,-0.098783,0.754530,0.125064
109,1.816667,-0.098790,0.754547,0.125063
110,1.833333,-0.098777,0.754547,0.125061
111,1.850000,-0.098779,0.754546,0.125063
112,1.866667,-0.098777,0.754551,0.125063
113,1.883333,-0.098783,0.754539,0.125047
114,1.900000,-0.098777,0.754538,0.125062
115,1.916667,-0.098779,0.754556,0.125067
116,1.933333,-0.098787,0.754545,0.125066
117,1.950000,-0.098778,0.754549,0.125061
118,1.966667,-0.098773,0.754556,0.125055
